measurement_id,timestamp,operation_name,duration_ms,data_size,n_queries,is_peak_hour,server_load,cluster_hierarchical,cluster_kmeans
377,2025-01-14T09:12:41,get_student_average,8.69,50,1,0,0.808,4,0
382,2025-03-23T17:22:58,analyze_conflicts,532.72,100,101,0,0.573,4,2
384,2025-01-20T08:14:01,get_group_report,63.61,300,7,0,0.521,4,0
387,2025-02-11T17:08:10,analyze_conflicts,684.04,300,301,0,0.686,4,1
388,2025-03-18T18:44:56,analyze_conflicts,692.69,300,301,0,0.843,4,1
393,2025-01-24T13:00:03,analyze_conflicts,490.27,50,51,0,0.409,4,2
399,2025-02-05T17:03:23,analyze_conflicts,701.99,300,301,0,0.103,4,1
403,2025-03-14T09:48:37,analyze_conflicts,506.73,50,51,0,0.282,4,2
414,2025-01-15T17:13:58,add_grade,29.82,300,1,0,0.759,4,2
417,2025-02-12T13:52:29,analyze_conflicts,508.19,50,51,0,0.504,4,2
419,2025-01-10T19:01:24,analyze_conflicts,633.23,200,201,0,0.14,4,2
426,2025-01-21T18:31:18,analyze_conflicts,605.6,200,201,0,0.308,4,2
427,2025-03-19T19:52:12,analyze_conflicts,681.41,300,301,0,0.375,4,1
430,2025-02-08T18:47:55,analyze_conflicts,603.57,200,201,0,0.346,4,2
435,2025-02-26T17:48:49,analyze_conflicts,550.58,100,101,0,0.17,4,2
441,2025-01-12T17:45:41,analyze_conflicts,500.19,50,51,0,0.734,4,2
449,2025-01-28T08:02:54,analyze_conflicts,683.99,300,301,0,0.332,4,1
450,2025-01-01T19:54:08,add_grade,8.64,300,1,0,0.631,4,2
453,2025-01-04T19:26:58,analyze_conflicts,549.06,100,101,0,0.573,4,2
459,2025-02-08T09:21:17,analyze_conflicts,550.06,100,101,0,0.14,4,2
461,2025-03-21T09:01:06,analyze_conflicts,639.23,200,201,0,0.423,4,2
465,2025-02-18T18:33:23,analyze_conflicts,638.58,200,201,0,0.662,4,2
476,2025-01-22T08:03:12,analyze_conflicts,495.23,50,51,0,0.314,4,2
481,2025-03-07T17:49:46,get_group_report,66.86,200,5,0,0.871,4,0
482,2025-01-24T18:32:07,analyze_conflicts,522.98,100,101,0,0.402,4,2
484,2025-03-20T13:53:42,analyze_conflicts,543.88,100,101,0,0.341,4,2
493,2025-02-02T08:05:04,analyze_conflicts,538.37,100,101,0,0.143,4,2
500,2025-03-12T19:13:26,analyze_conflicts,549.66,100,101,0,0.825,4,2
