measurement_id,timestamp,operation_name,duration_ms,data_size,n_queries,is_peak_hour,server_load,cluster_kmeans,cluster_dbscan,cluster_hierarchical
435,2025-02-26T17:48:49,analyze_conflicts,550.58,100,101,0,0.17,2,1,4
441,2025-01-12T17:45:41,analyze_conflicts,500.19,50,51,0,0.734,2,1,4
449,2025-01-28T08:02:54,analyze_conflicts,683.99,300,301,0,0.332,1,1,4
450,2025-01-01T19:54:08,add_grade,8.64,300,1,0,0.631,2,1,4
453,2025-01-04T19:26:58,analyze_conflicts,549.06,100,101,0,0.573,2,1,4
459,2025-02-08T09:21:17,analyze_conflicts,550.06,100,101,0,0.14,2,1,4
461,2025-03-21T09:01:06,analyze_conflicts,639.23,200,201,0,0.423,2,1,4
465,2025-02-18T18:33:23,analyze_conflicts,638.58,200,201,0,0.662,2,1,4
476,2025-01-22T08:03:12,analyze_conflicts,495.23,50,51,0,0.314,2,1,4
481,2025-03-07T17:49:46,get_group_report,66.86,200,5,0,0.871,0,1,4
482,2025-01-24T18:32:07,analyze_conflicts,522.98,100,101,0,0.402,2,1,4
484,2025-03-20T13:53:42,analyze_conflicts,543.88,100,101,0,0.341,2,1,4
493,2025-02-02T08:05:04,analyze_conflicts,538.37,100,101,0,0.143,2,1,4
500,2025-03-12T19:13:26,analyze_conflicts,549.66,100,101,0,0.825,2,1,4
