measurement_id,timestamp,operation_name,duration_ms,data_size,n_queries,is_peak_hour,server_load,cluster_kmeans,cluster_dbscan,cluster_hierarchical
304,2025-03-14T15:34:02,analyze_conflicts,1179.85,500,501,1,0.733,1,3,2
305,2025-01-04T17:49:15,analyze_conflicts,865.53,500,501,0,0.626,1,4,2
306,2025-03-22T08:41:25,analyze_conflicts,862.53,500,501,0,0.873,1,4,2
307,2025-02-08T09:32:47,analyze_conflicts,680.42,300,301,0,0.515,1,1,4
313,2025-01-15T14:37:27,analyze_conflicts,848.61,300,301,1,0.411,1,2,3
321,2025-01-10T15:02:17,analyze_conflicts,875.24,300,301,1,0.28,1,2,3
322,2025-02-18T17:32:07,analyze_conflicts,709.7,300,301,0,0.558,1,1,4
323,2025-01-25T13:46:28,analyze_conflicts,861.68,500,501,0,0.537,1,4,2
329,2025-03-14T15:24:28,analyze_conflicts,872.73,300,301,1,0.16,1,2,3
333,2025-01-02T13:06:40,analyze_conflicts,715.77,300,301,0,0.727,1,1,2
336,2025-03-25T18:14:27,analyze_conflicts,692.22,300,301,0,0.624,1,1,4
342,2025-01-09T13:41:05,analyze_conflicts,711.64,300,301,0,0.299,1,1,2
344,2025-01-16T12:24:07,analyze_conflicts,983.11,300,301,1,0.293,1,2,3
346,2025-02-25T18:04:01,analyze_conflicts,846.91,500,501,0,0.57,1,4,2
350,2025-01-02T19:15:05,analyze_conflicts,718.14,300,301,0,0.84,1,1,4
351,2025-03-24T17:42:47,analyze_conflicts,842.2,500,501,0,0.241,1,-1,2
355,2025-01-09T17:49:06,analyze_conflicts,686.68,300,301,0,0.815,1,1,4
357,2025-01-18T10:51:58,analyze_conflicts,893.46,300,301,1,0.671,1,2,3
361,2025-02-25T11:49:12,analyze_conflicts,1151.97,500,501,1,0.686,1,3,2
365,2025-03-03T14:37:06,analyze_conflicts,1203.62,500,501,1,0.504,1,3,2
379,2025-01-11T16:38:14,analyze_conflicts,1102.83,500,501,1,0.123,1,3,2
385,2025-01-26T11:54:55,analyze_conflicts,1229.27,500,501,1,0.359,1,3,2
386,2025-01-28T19:33:55,analyze_conflicts,876.69,500,501,0,0.392,1,4,2
387,2025-02-11T17:08:10,analyze_conflicts,684.04,300,301,0,0.686,1,1,4
388,2025-03-18T18:44:56,analyze_conflicts,692.69,300,301,0,0.843,1,1,4
391,2025-01-11T09:47:04,analyze_conflicts,877.47,500,501,0,0.29,1,4,2
399,2025-02-05T17:03:23,analyze_conflicts,701.99,300,301,0,0.103,1,1,4
400,2025-01-21T15:18:05,analyze_conflicts,1061.95,500,501,1,0.479,1,3,2
401,2025-01-21T15:34:24,analyze_conflicts,945.68,300,301,1,0.248,1,2,3
404,2025-02-19T16:56:15,analyze_conflicts,926.08,300,301,1,0.481,1,2,3
410,2025-02-13T13:41:31,analyze_conflicts,875.12,500,501,0,0.558,1,4,2
416,2025-01-27T17:12:53,analyze_conflicts,841.16,500,501,0,0.146,1,4,2
427,2025-03-19T19:52:12,analyze_conflicts,681.41,300,301,0,0.375,1,1,4
439,2025-02-22T17:08:21,analyze_conflicts,860.96,500,501,0,0.897,1,4,2
449,2025-01-28T08:02:54,analyze_conflicts,683.99,300,301,0,0.332,1,1,4
452,2025-02-26T15:26:41,analyze_conflicts,889.7,300,301,1,0.809,1,2,3
460,2025-02-26T14:36:28,analyze_conflicts,990.29,300,301,1,0.17,1,2,3
462,2025-03-20T08:40:19,analyze_conflicts,873.04,500,501,0,0.812,1,4,2
467,2025-03-11T11:06:48,analyze_conflicts,943.87,300,301,1,0.432,1,2,3
469,2025-01-18T08:59:27,analyze_conflicts,701.21,300,301,0,0.771,1,1,2
470,2025-01-04T10:24:42,analyze_conflicts,1193.36,500,501,1,0.58,1,3,2
480,2025-02-07T08:39:55,analyze_conflicts,840.52,500,501,0,0.725,1,4,2
483,2025-02-01T12:21:29,analyze_conflicts,1066.53,500,501,1,0.668,1,3,2
487,2025-03-01T16:07:42,analyze_conflicts,1153.54,500,501,1,0.377,1,3,2
488,2025-01-22T17:56:20,analyze_conflicts,849.75,500,501,0,0.405,1,4,2
497,2025-02-06T14:34:14,analyze_conflicts,926.22,300,301,1,0.209,1,2,3
498,2025-03-26T12:55:46,analyze_conflicts,1260.6,500,501,1,0.618,1,3,2
