measurement_id,timestamp,operation_name,duration_ms,data_size,n_queries,is_peak_hour,server_load,cluster_kmeans,cluster_dbscan,cluster_hierarchical
91,2025-02-02T14:14:18,analyze_conflicts,667.98,50,51,1,0.666,2,2,3
94,2025-02-15T12:07:29,analyze_conflicts,753.58,100,101,1,0.651,2,2,3
96,2025-03-19T18:01:48,analyze_conflicts,553.44,100,101,0,0.638,2,1,4
97,2025-02-06T10:37:27,analyze_conflicts,673.22,50,51,1,0.608,2,2,3
98,2025-03-04T15:54:10,analyze_conflicts,642.48,50,51,1,0.364,2,2,3
99,2025-02-11T16:07:49,add_grade,10.48,300,1,1,0.423,2,0,1
112,2025-03-22T16:58:18,add_grade,9.69,300,1,1,0.898,2,-1,1
114,2025-02-14T08:09:15,analyze_conflicts,611.73,200,201,0,0.525,2,1,4
115,2025-03-22T10:15:31,get_group_report,73.78,100,3,1,0.83,2,-1,1
118,2025-01-08T11:24:36,analyze_conflicts,939.02,200,201,1,0.387,2,2,3
119,2025-03-13T08:17:00,analyze_conflicts,639.12,200,201,0,0.553,2,1,4
121,2025-03-25T17:42:43,analyze_conflicts,530.03,100,101,0,0.771,2,1,4
128,2025-01-10T09:31:07,add_grade,9.59,300,1,0,0.178,2,-1,4
137,2025-03-04T15:28:32,analyze_conflicts,658.38,50,51,1,0.277,2,2,3
141,2025-03-24T18:55:13,analyze_conflicts,506.04,50,51,0,0.444,2,1,1
144,2025-03-11T16:42:07,analyze_conflicts,673.8,100,101,1,0.429,2,2,3
146,2025-02-04T13:48:17,analyze_conflicts,513.81,50,51,0,0.559,2,1,4
150,2025-02-25T13:36:38,analyze_conflicts,532.47,100,101,0,0.168,2,1,4
151,2025-01-09T17:28:42,analyze_conflicts,521.99,100,101,0,0.439,2,1,4
153,2025-03-02T08:00:13,analyze_conflicts,608.82,200,201,0,0.341,2,1,4
154,2025-02-24T12:27:11,analyze_conflicts,676.82,100,101,1,0.203,2,2,3
156,2025-03-13T13:45:40,analyze_conflicts,503.03,50,51,0,0.434,2,1,4
157,2025-03-15T13:53:44,analyze_conflicts,486.87,50,51,0,0.836,2,1,4
158,2025-01-13T11:55:19,analyze_conflicts,658.06,50,51,1,0.697,2,2,3
159,2025-01-17T09:32:12,analyze_conflicts,540.42,100,101,0,0.825,2,1,4
160,2025-01-20T11:09:48,analyze_conflicts,652.58,100,101,1,0.707,2,2,3
166,2025-01-17T13:41:11,analyze_conflicts,519.3,50,51,0,0.131,2,1,4
172,2025-02-07T13:14:08,analyze_conflicts,557.91,100,101,0,0.224,2,1,4
173,2025-03-02T16:42:21,analyze_conflicts,724.72,50,51,1,0.801,2,2,3
175,2025-02-20T18:18:48,analyze_conflicts,628.78,200,201,0,0.699,2,1,4
178,2025-02-18T08:59:06,analyze_conflicts,625.65,200,201,0,0.669,2,1,4
180,2025-02-02T15:25:32,analyze_conflicts,803.88,100,101,1,0.399,2,2,3
181,2025-02-04T13:53:45,analyze_conflicts,488.98,50,51,0,0.62,2,1,4
182,2025-01-25T12:45:30,get_group_report,56.84,50,2,1,0.459,2,0,1
183,2025-01-18T08:46:38,analyze_conflicts,490.24,50,51,0,0.522,2,1,4
184,2025-02-21T11:50:39,analyze_conflicts,779.02,200,201,1,0.466,2,2,3
186,2025-03-14T17:11:42,analyze_conflicts,494.11,50,51,0,0.635,2,1,4
187,2025-03-18T16:01:24,add_grade,30.32,50,1,1,0.799,2,0,1
193,2025-02-24T13:28:57,add_grade,13.98,50,1,0,0.865,2,-1,4
194,2025-03-09T15:51:05,analyze_conflicts,750.73,100,101,1,0.682,2,2,3
199,2025-03-02T13:38:09,analyze_conflicts,615.31,200,201,0,0.643,2,1,4
200,2025-03-12T09:25:20,add_grade,26.96,300,1,0,0.62,2,-1,4
201,2025-02-17T08:24:58,analyze_conflicts,509.43,50,51,0,0.549,2,1,4
202,2025-03-10T19:44:58,analyze_conflicts,617.85,200,201,0,0.899,2,1,4
203,2025-03-15T09:05:51,analyze_conflicts,538.08,100,101,0,0.646,2,1,4
204,2025-03-10T19:57:19,add_grade,3.6,200,1,0,0.781,2,-1,4
206,2025-03-05T16:39:56,analyze_conflicts,845.42,200,201,1,0.169,2,2,3
213,2025-03-01T17:31:56,analyze_conflicts,536.66,100,101,0,0.602,2,1,4
214,2025-02-10T15:29:04,analyze_conflicts,799.11,200,201,1,0.651,2,2,3
216,2025-01-11T10:15:29,add_grade,30.59,300,1,1,0.198,2,-1,1
217,2025-02-28T09:39:26,analyze_conflicts,522.02,100,101,0,0.299,2,1,4
219,2025-03-15T15:15:13,analyze_conflicts,764.05,200,201,1,0.567,2,2,3
220,2025-03-16T15:18:34,analyze_conflicts,865.06,200,201,1,0.107,2,2,3
221,2025-02-02T12:25:03,analyze_conflicts,772.23,100,101,1,0.556,2,2,3
223,2025-03-12T14:48:09,analyze_conflicts,672.33,50,51,1,0.259,2,2,3
230,2025-03-16T14:55:54,analyze_conflicts,752.2,100,101,1,0.689,2,2,3
231,2025-03-16T16:33:24,analyze_conflicts,671.97,100,101,1,0.351,2,2,3
238,2025-02-23T08:30:06,analyze_conflicts,524.01,100,101,0,0.645,2,1,4
240,2025-01-21T18:36:14,analyze_conflicts,602.37,200,201,0,0.528,2,1,4
242,2025-03-04T08:59:21,add_grade,8.44,50,1,0,0.328,2,1,4
246,2025-01-01T10:16:24,analyze_conflicts,741.41,50,51,1,0.288,2,2,3
247,2025-01-09T17:41:23,add_grade,29.92,200,1,0,0.654,2,1,4
248,2025-03-23T15:49:19,analyze_conflicts,639.32,50,51,1,0.652,2,2,3
249,2025-01-16T17:09:29,add_grade,9.83,200,1,0,0.698,2,1,4
254,2025-02-27T19:00:47,analyze_conflicts,600.87,200,201,0,0.274,2,1,4
261,2025-01-15T09:38:43,analyze_conflicts,524.04,100,101,0,0.663,2,1,4
262,2025-01-05T14:32:18,analyze_conflicts,664.12,50,51,1,0.287,2,2,3
268,2025-03-27T15:12:03,analyze_conflicts,706.23,50,51,1,0.315,2,2,3
270,2025-01-24T12:07:47,analyze_conflicts,897.75,200,201,1,0.9,2,2,3
271,2025-01-13T19:58:15,analyze_conflicts,544.18,100,101,0,0.542,2,1,4
274,2025-03-19T08:46:26,analyze_conflicts,530.43,100,101,0,0.336,2,1,4
275,2025-03-21T14:43:21,analyze_conflicts,726.43,100,101,1,0.306,2,2,3
280,2025-03-14T12:51:58,add_grade,46.63,500,1,1,0.243,2,-1,1
285,2025-02-09T19:02:59,analyze_conflicts,555.5,100,101,0,0.159,2,1,4
291,2025-02-23T09:50:40,analyze_conflicts,490.72,50,51,0,0.223,2,1,4
292,2025-02-15T09:23:48,analyze_conflicts,603.66,200,201,0,0.316,2,1,4
293,2025-02-04T14:01:05,analyze_conflicts,719.56,100,101,1,0.383,2,2,3
296,2025-02-14T09:19:30,analyze_conflicts,526.69,100,101,0,0.726,2,1,4
297,2025-03-20T19:12:29,analyze_conflicts,545.0,100,101,0,0.186,2,1,4
300,2025-03-26T12:15:20,analyze_conflicts,881.8,200,201,1,0.401,2,2,3
310,2025-02-24T16:44:28,analyze_conflicts,721.83,100,101,1,0.355,2,2,3
311,2025-03-04T08:43:51,analyze_conflicts,513.97,50,51,0,0.231,2,1,4
315,2025-02-17T11:40:20,analyze_conflicts,816.23,200,201,1,0.578,2,2,3
318,2025-03-13T16:27:11,analyze_conflicts,711.62,100,101,1,0.489,2,2,3
326,2025-03-12T11:34:17,analyze_conflicts,787.57,100,101,1,0.577,2,2,3
327,2025-03-22T12:52:06,analyze_conflicts,864.91,200,201,1,0.208,2,2,3
334,2025-02-07T10:44:58,analyze_conflicts,642.9,50,51,1,0.206,2,2,3
338,2025-01-13T14:05:46,analyze_conflicts,699.13,50,51,1,0.745,2,2,3
339,2025-01-21T12:43:09,analyze_conflicts,778.03,200,201,1,0.155,2,2,3
341,2025-01-25T09:07:37,analyze_conflicts,555.86,100,101,0,0.684,2,1,4
347,2025-02-17T08:18:40,analyze_conflicts,556.9,100,101,0,0.67,2,1,4
349,2025-03-25T10:53:41,analyze_conflicts,726.92,100,101,1,0.645,2,2,3
352,2025-02-12T19:33:33,analyze_conflicts,520.45,100,101,0,0.726,2,1,4
354,2025-03-21T09:04:31,add_grade,20.52,500,1,0,0.464,2,-1,1
360,2025-01-12T09:12:18,add_grade,23.12,200,1,0,0.551,2,1,4
362,2025-01-08T08:34:22,get_group_report,67.3,100,3,0,0.609,2,1,4
364,2025-01-23T14:17:05,analyze_conflicts,706.63,100,101,1,0.135,2,2,3
368,2025-01-18T10:22:49,get_group_report,45.94,50,2,1,0.266,2,0,1
369,2025-03-10T09:52:45,analyze_conflicts,603.62,200,201,0,0.658,2,1,4
370,2025-02-13T10:32:03,analyze_conflicts,748.62,200,201,1,0.642,2,2,3
371,2025-02-18T08:47:35,analyze_conflicts,558.08,100,101,0,0.3,2,1,4
372,2025-01-05T09:12:52,analyze_conflicts,520.48,100,101,0,0.42,2,1,4
374,2025-02-04T09:02:29,analyze_conflicts,556.2,100,101,0,0.141,2,1,4
376,2025-03-08T08:41:18,analyze_conflicts,544.56,100,101,0,0.499,2,1,4
380,2025-01-06T15:06:15,add_grade,29.51,50,1,1,0.625,2,-1,1
381,2025-02-12T11:59:53,analyze_conflicts,701.93,50,51,1,0.893,2,2,3
382,2025-03-23T17:22:58,analyze_conflicts,532.72,100,101,0,0.573,2,1,4
393,2025-01-24T13:00:03,analyze_conflicts,490.27,50,51,0,0.409,2,1,4
396,2025-01-18T10:57:05,analyze_conflicts,890.93,200,201,1,0.37,2,2,3
402,2025-02-08T15:53:17,add_grade,17.3,100,1,1,0.551,2,0,1
403,2025-03-14T09:48:37,analyze_conflicts,506.73,50,51,0,0.282,2,1,4
405,2025-03-22T16:39:09,analyze_conflicts,682.64,50,51,1,0.196,2,2,3
408,2025-03-20T16:37:33,analyze_conflicts,840.78,200,201,1,0.725,2,2,3
409,2025-01-04T10:36:49,analyze_conflicts,739.4,100,101,1,0.181,2,2,3
411,2025-03-23T12:25:02,analyze_conflicts,714.8,100,101,1,0.417,2,2,3
413,2025-01-05T15:19:47,analyze_conflicts,906.45,200,201,1,0.454,2,2,3
414,2025-01-15T17:13:58,add_grade,29.82,300,1,0,0.759,2,1,4
417,2025-02-12T13:52:29,analyze_conflicts,508.19,50,51,0,0.504,2,1,4
419,2025-01-10T19:01:24,analyze_conflicts,633.23,200,201,0,0.14,2,1,4
422,2025-02-09T14:13:29,add_grade,40.22,200,1,1,0.342,2,0,1
425,2025-01-26T11:54:51,analyze_conflicts,780.06,200,201,1,0.748,2,2,3
426,2025-01-21T18:31:18,analyze_conflicts,605.6,200,201,0,0.308,2,1,4
430,2025-02-08T18:47:55,analyze_conflicts,603.57,200,201,0,0.346,2,1,4
431,2025-01-16T12:03:55,add_grade,23.68,200,1,1,0.608,2,-1,1
435,2025-02-26T17:48:49,analyze_conflicts,550.58,100,101,0,0.17,2,1,4
437,2025-03-08T11:14:44,add_grade,14.27,500,1,1,0.802,2,-1,1
438,2025-01-27T14:02:19,analyze_conflicts,664.24,50,51,1,0.859,2,2,3
440,2025-02-01T10:14:14,analyze_conflicts,813.47,100,101,1,0.682,2,2,3
441,2025-01-12T17:45:41,analyze_conflicts,500.19,50,51,0,0.734,2,1,4
442,2025-01-22T16:06:41,analyze_conflicts,859.79,200,201,1,0.769,2,2,3
443,2025-02-16T14:44:09,analyze_conflicts,648.26,50,51,1,0.264,2,2,3
446,2025-01-02T11:35:31,add_grade,32.54,500,1,1,0.828,2,-1,1
450,2025-01-01T19:54:08,add_grade,8.64,300,1,0,0.631,2,1,4
451,2025-03-03T15:23:52,analyze_conflicts,907.51,200,201,1,0.374,2,2,3
453,2025-01-04T19:26:58,analyze_conflicts,549.06,100,101,0,0.573,2,1,4
459,2025-02-08T09:21:17,analyze_conflicts,550.06,100,101,0,0.14,2,1,4
461,2025-03-21T09:01:06,analyze_conflicts,639.23,200,201,0,0.423,2,1,4
465,2025-02-18T18:33:23,analyze_conflicts,638.58,200,201,0,0.662,2,1,4
466,2025-03-14T15:06:16,analyze_conflicts,677.01,100,101,1,0.589,2,2,3
472,2025-03-17T10:19:53,analyze_conflicts,719.63,100,101,1,0.661,2,2,3
476,2025-01-22T08:03:12,analyze_conflicts,495.23,50,51,0,0.314,2,1,4
477,2025-02-07T10:48:34,add_grade,33.59,200,1,1,0.126,2,0,1
482,2025-01-24T18:32:07,analyze_conflicts,522.98,100,101,0,0.402,2,1,4
484,2025-03-20T13:53:42,analyze_conflicts,543.88,100,101,0,0.341,2,1,4
492,2025-03-25T11:27:41,analyze_conflicts,685.16,50,51,1,0.753,2,2,3
493,2025-02-02T08:05:04,analyze_conflicts,538.37,100,101,0,0.143,2,1,4
495,2025-03-24T14:39:04,analyze_conflicts,698.37,50,51,1,0.705,2,2,3
500,2025-03-12T19:13:26,analyze_conflicts,549.66,100,101,0,0.825,2,1,4
